time,uptime,CPU1,CPU2,CPU3,CPU4,RAM,SWAP,EMC,IRAM,GPU,APE,APE_MASTER,NVDEC,NVENC,NVJPG,SE,VIC03,Fan tegra_pwmfan0,Temp AO,Temp CPU,Temp GPU,Temp PLL,Temp thermal,Power thermal,Power TOT,jetson_clocks,nvp model,rail,tot
2024-06-12 13:31:51.941281,1:17:11.640000,100,OFF,OFF,OFF,0.3509366968119823,0.08630856161934053,0,0.0,0.0,OFF,OFF,OFF,OFF,OFF,OFF,OFF,0.0,46.0,43.5,39.5,39.0,41.5,39,2550,OFF,CPU1GPU0,"{'POM_5V_CPU': {'volt': 4904, 'curr': 136, 'power': 666, 'warn': 32760, 'crit': 32760, 'online': True, 'avg': 671}, 'POM_5V_GPU': {'volt': 4904, 'curr': 8, 'power': 39, 'warn': 32760, 'crit': 32760, 'online': True, 'avg': 41}}","{'volt': 4904, 'curr': 520, 'power': 2550, 'warn': 32760, 'crit': 32760, 'online': True, 'avg': 2556, 'name': 'POM_5V_IN'}"
2024-06-12 13:31:52.343601,1:17:12.140000,100,OFF,OFF,OFF,0.35089720082033177,0.08630856161934053,0,0.0,20.1,OFF,OFF,OFF,OFF,OFF,OFF,OFF,0.0,46.0,44.0,39.5,39.5,41.5,78,2667,OFF,CPU1GPU0,"{'POM_5V_CPU': {'volt': 4896, 'curr': 152, 'power': 744, 'warn': 32760, 'crit': 32760, 'online': True, 'avg': 707}, 'POM_5V_GPU': {'volt': 4904, 'curr': 16, 'power': 78, 'warn': 32760, 'crit': 32760, 'online': True, 'avg': 59}}","{'volt': 4904, 'curr': 544, 'power': 2667, 'warn': 32760, 'crit': 32760, 'online': True, 'avg': 2611, 'name': 'POM_5V_IN'}"
2024-06-12 13:31:52.846425,1:17:12.640000,100,OFF,OFF,OFF,0.3509011504194968,0.08630856161934053,0,0.0,0.0,OFF,OFF,OFF,OFF,OFF,OFF,OFF,0.0,45.5,43.5,39.5,39.0,41.75,39,2589,OFF,CPU1GPU0,"{'POM_5V_CPU': {'volt': 4904, 'curr': 144, 'power': 706, 'warn': 32760, 'crit': 32760, 'online': True, 'avg': 706}, 'POM_5V_GPU': {'volt': 4904, 'curr': 8, 'power': 39, 'warn': 32760, 'crit': 32760, 'online': True, 'avg': 49}}","{'volt': 4904, 'curr': 528, 'power': 2589, 'warn': 32760, 'crit': 32760, 'online': True, 'avg': 2600, 'name': 'POM_5V_IN'}"
2024-06-12 13:31:53.492757,1:17:13.150000,100,OFF,OFF,OFF,0.35090904961782693,0.08630856161934053,0,0.0,64.3,25500,OFF,OFF,OFF,OFF,OFF,OFF,0.0,46.0,44.0,39.5,39.0,41.75,117,2859,OFF,CPU1GPU0,"{'POM_5V_CPU': {'volt': 4896, 'curr': 168, 'power': 822, 'warn': 32760, 'crit': 32760, 'online': True, 'avg': 764}, 'POM_5V_GPU': {'volt': 4896, 'curr': 24, 'power': 117, 'warn': 32760, 'crit': 32760, 'online': True, 'avg': 83}}","{'volt': 4896, 'curr': 584, 'power': 2859, 'warn': 32760, 'crit': 32760, 'online': True, 'avg': 2729, 'name': 'POM_5V_IN'}"
2024-06-12 13:31:53.846691,1:17:13.650000,100,OFF,OFF,OFF,0.3509070748182444,0.08630856161934053,0,0.0,0.0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0.0,46.5,43.5,39.5,39.0,41.75,39,2589,OFF,CPU1GPU0,"{'POM_5V_CPU': {'volt': 4904, 'curr': 136, 'power': 666, 'warn': 32760, 'crit': 32760, 'online': True, 'avg': 715}, 'POM_5V_GPU': {'volt': 4904, 'curr': 8, 'power': 39, 'warn': 32760, 'crit': 32760, 'online': True, 'avg': 61}}","{'volt': 4904, 'curr': 528, 'power': 2589, 'warn': 32760, 'crit': 32760, 'online': True, 'avg': 2659, 'name': 'POM_5V_IN'}"
2024-06-12 13:31:54.388171,1:17:14.150000,100,OFF,OFF,OFF,0.35460587443631814,0.08630856161934053,0,0.0,0.0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0.0,46.5,44.0,39.5,39.0,41.75,39,2707,OFF,CPU1GPU0,"{'POM_5V_CPU': {'volt': 4904, 'curr': 176, 'power': 863, 'warn': 32760, 'crit': 32760, 'online': True, 'avg': 789}, 'POM_5V_GPU': {'volt': 4904, 'curr': 8, 'power': 39, 'warn': 32760, 'crit': 32760, 'online': True, 'avg': 50}}","{'volt': 4904, 'curr': 552, 'power': 2707, 'warn': 32760, 'crit': 32760, 'online': True, 'avg': 2683, 'name': 'POM_5V_IN'}"
2024-06-12 13:31:54.838591,1:17:14.650000,100,OFF,OFF,OFF,0.35692527654599654,0.08630856161934053,0,0.0,0.0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0.0,46.5,44.0,39.5,39.5,41.75,39,2820,OFF,CPU1GPU0,"{'POM_5V_CPU': {'volt': 4896, 'curr': 176, 'power': 861, 'warn': 32760, 'crit': 32760, 'online': True, 'avg': 825}, 'POM_5V_GPU': {'volt': 4896, 'curr': 8, 'power': 39, 'warn': 32760, 'crit': 32760, 'online': True, 'avg': 44}}","{'volt': 4896, 'curr': 576, 'power': 2820, 'warn': 32760, 'crit': 32760, 'online': True, 'avg': 2751, 'name': 'POM_5V_IN'}"
2024-06-12 13:31:55.392342,1:17:15.150000,100,OFF,OFF,OFF,0.35803215171200314,0.08630856161934053,0,0.0,0.0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0.0,46.0,44.0,39.5,39.0,41.75,39,2589,OFF,CPU1GPU0,"{'POM_5V_CPU': {'volt': 4904, 'curr': 160, 'power': 784, 'warn': 32760, 'crit': 32760, 'online': True, 'avg': 804}, 'POM_5V_GPU': {'volt': 4904, 'curr': 8, 'power': 39, 'warn': 32760, 'crit': 32760, 'online': True, 'avg': 41}}","{'volt': 4904, 'curr': 528, 'power': 2589, 'warn': 32760, 'crit': 32760, 'online': True, 'avg': 2670, 'name': 'POM_5V_IN'}"
2024-06-12 13:31:55.889256,1:17:15.650000,100,OFF,OFF,OFF,0.35866013797924684,0.08630856161934053,0,0.0,0.0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0.0,46.0,44.0,39.5,39.0,41.75,39,2589,OFF,CPU1GPU0,"{'POM_5V_CPU': {'volt': 4904, 'curr': 160, 'power': 784, 'warn': 32760, 'crit': 32760, 'online': True, 'avg': 794}, 'POM_5V_GPU': {'volt': 4904, 'curr': 8, 'power': 39, 'warn': 32760, 'crit': 32760, 'online': True, 'avg': 40}}","{'volt': 4904, 'curr': 528, 'power': 2589, 'warn': 32760, 'crit': 32760, 'online': True, 'avg': 2629, 'name': 'POM_5V_IN'}"
2024-06-12 13:31:56.392363,1:17:16.150000,100,OFF,OFF,OFF,0.35874900396046056,0.08630856161934053,0,0.0,7.9,25500,OFF,OFF,OFF,OFF,OFF,OFF,0.0,46.0,44.0,39.5,39.5,41.75,39,2550,OFF,CPU1GPU0,"{'POM_5V_CPU': {'volt': 4904, 'curr': 136, 'power': 666, 'warn': 32760, 'crit': 32760, 'online': True, 'avg': 730}, 'POM_5V_GPU': {'volt': 4904, 'curr': 8, 'power': 39, 'warn': 32760, 'crit': 32760, 'online': True, 'avg': 39}}","{'volt': 4904, 'curr': 520, 'power': 2550, 'warn': 32760, 'crit': 32760, 'online': True, 'avg': 2589, 'name': 'POM_5V_IN'}"
2024-06-12 13:31:56.892530,1:17:16.650000,100,OFF,OFF,OFF,0.35837181724019784,0.08630856161934053,0,0.0,0.0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0.0,46.5,44.5,39.5,39.0,41.75,39,3011,OFF,CPU1GPU0,"{'POM_5V_CPU': {'volt': 4896, 'curr': 200, 'power': 977, 'warn': 32760, 'crit': 32760, 'online': True, 'avg': 853}, 'POM_5V_GPU': {'volt': 4896, 'curr': 8, 'power': 39, 'warn': 32760, 'crit': 32760, 'online': True, 'avg': 39}}","{'volt': 4896, 'curr': 616, 'power': 3011, 'warn': 32760, 'crit': 32760, 'online': True, 'avg': 2800, 'name': 'POM_5V_IN'}"
2024-06-12 13:31:57.389812,1:17:17.150000,100,OFF,OFF,OFF,0.360656660357182,0.08630856161934053,0,0.0,0.0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0.0,46.5,44.5,39.5,39.5,41.75,39,3015,OFF,CPU1GPU0,"{'POM_5V_CPU': {'volt': 4888, 'curr': 208, 'power': 977, 'warn': 32760, 'crit': 32760, 'online': True, 'avg': 915}, 'POM_5V_GPU': {'volt': 4888, 'curr': 8, 'power': 39, 'warn': 32760, 'crit': 32760, 'online': True, 'avg': 39}}","{'volt': 4888, 'curr': 616, 'power': 3015, 'warn': 32760, 'crit': 32760, 'online': True, 'avg': 2907, 'name': 'POM_5V_IN'}"
2024-06-12 13:31:57.887620,1:17:17.650000,100,OFF,OFF,OFF,0.3630599914491178,0.08630856161934053,0,0.0,0.0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0.0,46.5,44.0,39.0,39.0,41.75,39,2859,OFF,CPU1GPU0,"{'POM_5V_CPU': {'volt': 4896, 'curr': 208, 'power': 1018, 'warn': 32760, 'crit': 32760, 'online': True, 'avg': 966}, 'POM_5V_GPU': {'volt': 4896, 'curr': 8, 'power': 39, 'warn': 32760, 'crit': 32760, 'online': True, 'avg': 39}}","{'volt': 4896, 'curr': 592, 'power': 2859, 'warn': 32760, 'crit': 32760, 'online': True, 'avg': 2883, 'name': 'POM_5V_IN'}"
2024-06-12 13:31:58.392064,1:17:18.150000,100,OFF,OFF,OFF,0.3655018311329129,0.08630856161934053,0,0.0,0.0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0.0,46.0,44.0,39.5,39.0,41.75,39,2976,OFF,CPU1GPU0,"{'POM_5V_CPU': {'volt': 4888, 'curr': 200, 'power': 977, 'warn': 32760, 'crit': 32760, 'online': True, 'avg': 971}, 'POM_5V_GPU': {'volt': 4888, 'curr': 8, 'power': 39, 'warn': 32760, 'crit': 32760, 'online': True, 'avg': 39}}","{'volt': 4888, 'curr': 616, 'power': 2976, 'warn': 32760, 'crit': 32760, 'online': True, 'avg': 2929, 'name': 'POM_5V_IN'}"
